"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.295571,0.197302,0.19731,0.197311,0.197311,0.197455,0.197312
0.296985,0.198273,0.19828,0.198281,0.198282,0.198424,0.198282
0.298399,0.199243,0.19925,0.199251,0.199252,0.199394,0.199252
0.299813,0.200213,0.200221,0.200222,0.200222,0.200364,0.200222
0.301227,0.201184,0.201191,0.201192,0.201193,0.201334,0.201193
0.302642,0.202154,0.202162,0.202163,0.202163,0.202305,0.202164
0.304056,0.203125,0.203133,0.203134,0.203134,0.203275,0.203135
0.30547,0.204096,0.204104,0.204105,0.204105,0.204246,0.204106
0.306884,0.205067,0.205075,0.205076,0.205076,0.205216,0.205077
0.308299,0.206038,0.206046,0.206047,0.206047,0.206187,0.206047
0.309713,0.207009,0.207016,0.207018,0.207018,0.207157,0.207018
0.311127,0.20798,0.207987,0.207988,0.207989,0.208128,0.207989
0.312541,0.208951,0.208958,0.208959,0.20896,0.209098,0.20896
0.313955,0.209922,0.209929,0.20993,0.209931,0.210069,0.209931
0.31537,0.210893,0.2109,0.210901,0.210901,0.21104,0.210902
0.316784,0.211864,0.211871,0.211872,0.211872,0.21201,0.211873
0.318198,0.212835,0.212842,0.212843,0.212843,0.212981,0.212844
0.319612,0.213806,0.213813,0.213814,0.213815,0.213952,0.213815
0.321026,0.214778,0.214785,0.214786,0.214786,0.214923,0.214787
0.322441,0.215749,0.215756,0.215757,0.215758,0.215894,0.215758
0.323855,0.216721,0.216728,0.216729,0.216729,0.216865,0.21673
0.325269,0.217692,0.217699,0.2177,0.217701,0.217837,0.217701
0.326683,0.218664,0.218671,0.218672,0.218672,0.218808,0.218673
0.328098,0.219635,0.219642,0.219644,0.219644,0.219779,0.219644
0.329512,0.220607,0.220614,0.220615,0.220615,0.22075,0.220616
0.330926,0.221579,0.221586,0.221587,0.221587,0.221721,0.221587
0.33234,0.22255,0.222557,0.222558,0.222558,0.222693,0.222559
0.333754,0.223522,0.223529,0.22353,0.22353,0.223664,0.22353
0.335169,0.224493,0.2245,0.224501,0.224501,0.224635,0.224502
0.336583,0.225465,0.225472,0.225473,0.225473,0.225607,0.225474
0.337997,0.226437,0.226444,0.226445,0.226445,0.226578,0.226446
0.339411,0.227409,0.227416,0.227417,0.227417,0.22755,0.227418
0.340825,0.228381,0.228388,0.228389,0.22839,0.228522,0.22839
0.34224,0.229353,0.22936,0.229361,0.229362,0.229494,0.229362
0.343654,0.230326,0.230332,0.230333,0.230334,0.230466,0.230334
0.345068,0.231298,0.231305,0.231305,0.231306,0.231437,0.231306
0.346482,0.23227,0.232277,0.232278,0.232278,0.232409,0.232278
0.347897,0.233242,0.233249,0.23325,0.23325,0.233381,0.23325
0.349311,0.234214,0.234221,0.234222,0.234222,0.234353,0.234222
0.350725,0.235186,0.235193,0.235194,0.235194,0.235325,0.235194
0.352139,0.236158,0.236165,0.236166,0.236166,0.236296,0.236167
0.353553,0.23713,0.237137,0.237138,0.237138,0.237268,0.237139
0.354968,0.238103,0.23811,0.238111,0.238111,0.238241,0.238111
0.356382,0.239076,0.239082,0.239083,0.239084,0.239213,0.239084
0.357796,0.240048,0.240055,0.240056,0.240056,0.240185,0.240056
0.35921,0.241021,0.241028,0.241028,0.241029,0.241158,0.241029
0.360624,0.241994,0.242,0.242001,0.242001,0.24213,0.242002
0.362039,0.242966,0.242973,0.242974,0.242974,0.243102,0.242974
0.363453,0.243939,0.243945,0.243946,0.243947,0.244075,0.243947
